
## FlyBase Gene Mapping Table
## Generated: Sat Apr  6 20:50:14 2024
## Using datasource: dbi:Pg:dbname=fb_2024_02_reporting;host=flysql25;port=5432...

##organism_abbreviation	current_symbol	primary_FBid	recombination_loc	cytogenetic_loc	sequence_loc
Dmel	ppk20	FBgn0039676	3-99	99B6-99B7	3R:29666814..29668877(-1)
Dmel	ppk30	FBgn0039677	3-99	99B7-99B7	3R:29669149..29671478(1)
Dmel	Obp99a	FBgn0039678	3-99	99B7-99B7	3R:29671657..29672334(1)
Dmel	ppk19	FBgn0039679	3-99	99B7-99B7	3R:29672456..29674223(1)
Dmel	Cap-D2	FBgn0039680	3-99	99B7-99B7	3R:29675651..29680257(1)
Dmel	CG7582	FBgn0039681	3-99	99B7-99B7	3R:29680241..29682278(-1)
Dmel	Obp99c	FBgn0039682	3-99	99B7-99B7	3R:29685736..29689311(-1)
Dmel	dmrt99B	FBgn0039683	3-99	99B8-99B8	3R:29692591..29697025(1)
Dmel	Obp99d	FBgn0039684	3-99	99B8-99B8	3R:29714505..29715004(1)
Dmel	Obp99b	FBgn0039685	3-99	99B8-99B8	3R:29716254..29716896(-1)
Dmel	CG15506	FBgn0039686	3-99	99B9-99B9	3R:29718663..29722388(1)
Dmel	Naa40	FBgn0039687	3-99	99B9-99B9	3R:29724159..29724950(-1)
Dmel	Kul	FBgn0039688	3-99	99B9-99B9	3R:29725830..29735360(1)
Dmel	CIA30	FBgn0039689	3-99	99B9-99B9	3R:29736965..29738070(1)
Dmel	Gnpnat	FBgn0039690	3-99	99B9-99B9	3R:29738275..29741952(1)
Dmel	IntS11	FBgn0039691	3-99	99B10-99B10	3R:29745337..29747513(1)
Dmel	fig	FBgn0039694	3-99	99C1-99C1	3R:29779273..29780452(-1)
Dmel	Rnb	FBgn0039696	3-99	99C1-99C1	3R:29795697..29799354(-1)
Dmel	Etfb	FBgn0039697	3-99	99C1-99C1	3R:29801599..29802945(-1)
Dmel	CG7789	FBgn0039698	3-99	99C1-99C1	3R:29803196..29804389(1)
Dmel	Vps16B	FBgn0039702	3-99	99C2-99C2	3R:29814921..29816451(-1)
Dmel	CG7829	FBgn0039703	3-99	99C2-99C2	3R:29816738..29817764(-1)
Dmel	neo	FBgn0039704	3-99	99C2-99C2	3R:29819131..29825800(1)
Dmel	Atg16	FBgn0039705	3-99	99C2-99C2	3R:29827281..29835101(-1)
Dmel	Prtl99C	FBgn0039707	3-99	99C2-99C3	3R:29835950..29837447(1)
Dmel	Cad99C	FBgn0039709	3-99	99C4-99C4	3R:29841657..29854699(1)
Dmel	dgt1	FBgn0039710	3-99	99C4-99C4	3R:29854695..29857491(-1)
Dmel	CG7824	FBgn0039711	3-99	99C4-99C4	3R:29857652..29858936(-1)
Dmel	CG15514	FBgn0039712	3-99	99C4-99C4	3R:29860055..29861494(-1)
Dmel	RpS8	FBgn0039713	3-99	99C4-99C4	3R:29861582..29863902(1)
Dmel	Zip99C	FBgn0039714	3-99	99C4-99C5	3R:29863701..29868895(-1)
Dmel	CG15517	FBgn0039718	3-99	99C6-99C6	3R:29903240..29903825(-1)
Dmel	CG15515	FBgn0039719	3-99	99C6-99C6	3R:29905464..29906448(1)
Dmel	Capa	FBgn0039722	3-99	99C6-99C6	3R:29912991..29914346(-1)
Dmel	CG15522	FBgn0039723	3-99	99C7-99C7	3R:29927255..29928766(1)
Dmel	eIF2Balpha	FBgn0039726	3-99	99C7-99C7	3R:29934582..29935888(-1)
Dmel	Vps13B	FBgn0039727	3-99	99C7-99C7	3R:29935978..29948207(1)
Dmel	CG7896	FBgn0039728	3-100	99D1-99D1	3R:29983426..29990785(1)
Dmel	CG7903	FBgn0039730	3-100	99D1-99D1	3R:29993475..29995231(-1)
Dmel	Sas-6	FBgn0039731	3-100	99D1-99D1	3R:29995357..29997034(1)
Dmel	CG15525	FBgn0039732	3-100	99D1-99D1	3R:29996961..29997676(-1)
Dmel	CG11504	FBgn0039733	3-100	99D1-99D1	3R:29997900..29999755(1)
Dmel	Tace	FBgn0039734	3-100	99D1-99D1	3R:30000530..30003678(1)
Dmel	Nph	FBgn0039735	3-100	99D1-99D1	3R:30003681..30004861(-1)
Dmel	CG7912	FBgn0039736	3-100	99D1-99D1	3R:30006034..30009189(-1)
Dmel	CG7920	FBgn0039737	3-100	99D1-99D1	3R:30010476..30015284(-1)
Dmel	Mgat2	FBgn0039738	3-100	99D1-99D2	3R:30015513..30022221(-1)
Dmel	RpS28a	FBgn0039739	3-100	99D2-99D2	3R:30022345..30022648(-1)
Dmel	ZIPIC	FBgn0039740	3-100	99D3-99D3	3R:30035240..30036870(-1)
Dmel	CG7943	FBgn0039741	3-100	99D3-99D3	3R:30046470..30048665(1)
Dmel	CG15528	FBgn0039742	3-100	99D3-99D3	3R:30048635..30052112(-1)
Dmel	Jasper	FBgn0039743	3-100	99D3-99D3	3R:30052514..30054697(1)
Dmel	Rpp14b	FBgn0039744	3-100	99D3-99D3	3R:30055957..30056603(1)
Dmel	AdoR	FBgn0039747	3-100	99D8-99D8	3R:30134856..30149606(-1)
Dmel	CG15529	FBgn0039748	3-100	99D9-99E1	3R:30152059..30153699(1)
Dmel	CG11498	FBgn0039749	3-100	99E1-99E1	3R:30153022..30160473(-1)
Dmel	CG1983	FBgn0039751	3-100	99E1-99E1	3R:30175786..30177700(-1)
Dmel	CG15530	FBgn0039752	3-100	99E1-99E1	3R:30177877..30180178(1)
Dmel	CG9747	FBgn0039754	3-100	99E1-99E2	3R:30185423..30191252(-1)
Dmel	CG15531	FBgn0039755	3-100	99E2-99E2	3R:30194790..30196228(-1)
Dmel	CG9743	FBgn0039756	3-100	99E2-99E2	3R:30196360..30202998(-1)
Dmel	RpS7	FBgn0039757	3-100	99E2-99E2	3R:30206447..30209020(-1)
Dmel	CG9737	FBgn0039758	3-100	99E3-99E3	3R:30241268..30243312(-1)
Dmel	CG9733	FBgn0039759	3-100	99E3-99E3	3R:30243978..30246703(-1)
Dmel	CG9682	FBgn0039760	3-100	99E3-99E3	3R:30250928..30252830(1)
Dmel	CG18404	FBgn0039761	3-100	99E3-99E3	3R:30253182..30254097(1)
Dmel	CG15535	FBgn0039764	3-100	99F4-99F4	3R:30423032..30423929(-1)
Dmel	mRpS18C	FBgn0039765	3-100	99F4-99F4	3R:30423974..30424556(1)
Dmel	CG15536	FBgn0039766	3-100	99F4-99F4	3R:30424499..30425162(-1)
Dmel	CG2218	FBgn0039767	3-100	99F4-99F4	3R:30425427..30428276(-1)
Dmel	CG15533	FBgn0039768	3-100	99F4-99F4	3R:30428820..30431362(1)
Dmel	CG15534	FBgn0039769	3-100	99F4-99F4	3R:30432064..30435139(1)
Dmel	CG15537	FBgn0039770	3-100	99F4-99F4	3R:30435177..30443599(-1)
Dmel	Osi23	FBgn0039771	3-100	99F4-99F4	3R:30444076..30445046(-1)
Dmel	CG2224	FBgn0039773	3-100	99F5-99F5	3R:30456441..30459300(-1)
Dmel	CDase	FBgn0039774	3-100	99F5-99F6	3R:30459521..30465736(1)
Dmel	PH4alphaEFB	FBgn0039776	3-100	99F6-99F6	3R:30466050..30485799(1)
Dmel	Jon99Fii	FBgn0039777	3-100	99F6-99F6	3R:30487016..30487928(-1)
Dmel	Jon99Fi	FBgn0039778	3-100	99F6-99F6	3R:30488963..30489895(1)
Dmel	PH4alphaSG2	FBgn0039779	3-100	99F6-99F6	3R:30490074..30491987(1)
Dmel	PH4alphaNE1	FBgn0039780	3-100	99F6-99F6	3R:30496751..30500326(-1)
Dmel	CG15539	FBgn0039782	3-100	99F6-99F6	3R:30505987..30507977(1)
Dmel	PH4alphaNE2	FBgn0039783	3-100	99F6-99F6	3R:30510083..30512214(-1)
Dmel	CG9698	FBgn0039784	3-100	99F7-99F7	3R:30514777..30516980(1)
Dmel	CG9702	FBgn0039787	3-100	99F9-99F9	3R:30579429..30582117(1)
Dmel	Rpt6R	FBgn0039788	3-100	99F9-99F10	3R:30582198..30583697(-1)
Dmel	CG9717	FBgn0039789	3-100	99F10-99F10	3R:30584020..30587302(-1)
Dmel	CG2246	FBgn0039790	3-100	99F10-100A1	3R:30592971..30601489(-1)
Dmel	CG2267	FBgn0039792	3-101	100A1-100A1	3R:30627241..30629028(-1)
Dmel	Spn100A	FBgn0039795	3-101	100A2-100A2	3R:30690642..30692768(1)
Dmel	CG12069	FBgn0039796	3-101	100A2-100A2	3R:30693572..30695498(-1)
Dmel	eIF4H2	FBgn0039797	3-101	100A3-100A3	3R:30726087..30728052(1)
Dmel	CG11313	FBgn0039798	3-101	100A3-100A3	3R:30729837..30731165(-1)
Dmel	CG15543	FBgn0039799	3-101	100A3-100A3	3R:30742880..30744474(1)
Dmel	Npc2g	FBgn0039800	3-101	100A3-100A3	3R:30744605..30745263(-1)
Dmel	Npc2h	FBgn0039801	3-101	100A3-100A3	3R:30745479..30746290(-1)
Dmel	dj-1beta	FBgn0039802	3-101	100A5-100A5	3R:30807117..30807978(1)
Dmel	CG15544	FBgn0039804	3-101	100A6-100A6	3R:30827819..30842034(1)
Dmel	Cpr100A	FBgn0039805	3-101	100A6-100A6	3R:30867521..30869184(1)
Dmel	CG15545	FBgn0039806	3-101	100A6-100A6	3R:30870939..30872351(-1)
Dmel	CG15546	FBgn0039807	3-101	100A6-100A6	3R:30874365..30876186(-1)
Dmel	CG12071	FBgn0039808	3-101	100A6-100A6	3R:30877084..30881027(-1)
Dmel	CG15547	FBgn0039809	3-101	100A6-100A6	3R:30881792..30883503(-1)
Dmel	CG15549	FBgn0039810	3-102	100B1-100B1	3R:30935396..30936507(-1)
Dmel	CG15550	FBgn0039811	3-102	100B1-100B1	3R:30936589..30937102(-1)
Dmel	CG15548	FBgn0039812	3-102	100B1-100B1	3R:30959700..30962307(1)
Dmel	CG11317	FBgn0039816	3-102	100B2-100B2	3R:31090712..31097321(-1)
Dmel	CG15553	FBgn0039817	3-102	100B2-100B2	3R:31098868..31101169(-1)
Dmel	Mayo	FBgn0039818	3-102	100B2-100B3	3R:31106362..31109191(-1)
Dmel	CG15554	FBgn0039820	3-102	100B3-100B3	3R:31126149..31127335(1)
Dmel	Ktch	FBgn0039821	3-102	100B3-100B3	3R:31127965..31130666(-1)
Dmel	Oadh	FBgn0039827	3-102	100B5-100B5	3R:31196916..31203722(1)
Dmel	CG1542	FBgn0039828	3-102	100B6-100B7	3R:31213458..31214784(1)
Dmel	CG15561	FBgn0039829	3-102	100B7-100B7	3R:31214776..31215942(-1)
Dmel	ATPsynC	FBgn0039830	3-102	100B7-100B7	3R:31216145..31219630(-1)
Dmel	CG12054	FBgn0039831	3-102	100B8-100B8	3R:31220702..31231259(1)
Dmel	CG15563	FBgn0039832	3-102	100B8-100B8	3R:31231685..31232336(-1)
Dmel	CG15564	FBgn0039833	3-102	100B8-100B8	3R:31232415..31235362(-1)
Dmel	mRpL32	FBgn0039835	3-102	100B8-100B8	3R:31252872..31253686(1)
Dmel	CG1750	FBgn0039836	3-102	100B8-100B8	3R:31253659..31254900(-1)
Dmel	CAH6	FBgn0039838	3-102	100B9-100B9	3R:31257599..31260049(1)
Dmel	ppk24	FBgn0039839	3-102	100B9-100B9	3R:31265730..31268511(1)
Dmel	pHCl-2	FBgn0039840	3-102	100C1-100C1	3R:31300918..31305384(-1)
Dmel	CG15567	FBgn0039843			
Dmel	CG1607	FBgn0039844	3-102	100C2-100C3	3R:31382109..31391893(1)
Dmel	PNPase	FBgn0039846	3-102	100C3-100C3	3R:31401560..31405452(-1)
Dmel	Loxl1	FBgn0039848	3-102	100C4-100C4	3R:31458380..31459869(-1)
Dmel	CG11334	FBgn0039849	3-102	100C4-100C4	3R:31459822..31463037(-1)
Dmel	CG11333	FBgn0039850	3-102	100C4-100C4	3R:31463301..31464134(1)
Dmel	mey	FBgn0039851	3-102	100C4-100C4	3R:31499235..31506992(1)
Dmel	nyo	FBgn0039852	3-102	100C4-100C6	3R:31543032..31566165(1)
Dmel	CG1635	FBgn0039854	3-102	100C7-100C7	3R:31588673..31590392(1)
Dmel	CG1638	FBgn0039855	3-102	100C7-100C7	3R:31590581..31592316(1)
Dmel	CG1774	FBgn0039856	3-102	100C7-100C7	3R:31592803..31594719(1)
Dmel	RpL6	FBgn0039857	3-102	100C7-100C7	3R:31594792..31596204(-1)
Dmel	CycG	FBgn0039858	3-102	100C7-100C7	3R:31596642..31612664(-1)
Dmel	Mnat9	FBgn0039859	3-102	100D1-100D1	3R:31615284..31616160(-1)
Dmel	CG1792	FBgn0039860	3-102	100D1-100D1	3R:31616303..31617837(1)
Dmel	pasha	FBgn0039861	3-102	100D1-100D1	3R:31617977..31622217(1)
Dmel	kek6	FBgn0039862	3-102	100D1-100D1	3R:31622136..31664646(1)
Dmel	Zmynd8	FBgn0039863	3-102	100D1-100D1	3R:31669465..31677971(1)
Dmel	CG11550	FBgn0039864	3-102	100D1-100D1	3R:31678147..31679880(-1)
Dmel	CstF50	FBgn0039867	3-102	100D1-100D1	3R:31735503..31736963(-1)
Dmel	CG11563	FBgn0039868	3-102	100D1-100D2	3R:31737035..31737999(1)
Dmel	Tbca	FBgn0039869	3-102	100D2-100D2	3R:31743490..31744248(1)
Dmel	CG1896	FBgn0039870	3-102	100D2-100D2	3R:31744282..31745178(1)
Dmel	salt	FBgn0039872	3-102	100D2-100D2	3R:31751825..31754705(-1)
Dmel	Smvt	FBgn0039873	3-102	100D2-100D2	3R:31759404..31761579(-1)
Dmel	sip3	FBgn0039875	3-102	100D2-100D2	3R:31772219..31775163(1)
Dmel	CG2126	FBgn0039876	3-102	100D2-100D2	3R:31775049..31776652(-1)
Dmel	Mccc1	FBgn0039877	3-102	100D2-100D2	3R:31790592..31793907(-1)
Dmel	Ir100a	FBgn0039879	3-102	100D2-100D2	3R:31800963..31802774(1)
Dmel	CG1971	FBgn0039881	3-102	100D2-100D2	3R:31805468..31806769(1)
Dmel	Rift	FBgn0039882	3-102	100D2-100D2	3R:31806867..31810186(-1)
Dmel	RhoGAP100F	FBgn0039883	3-102	100D2-100D3	3R:31812609..31846570(1)
Dmel	CG2003	FBgn0039886	3-103	100E1-100E1	3R:31978121..31990909(1)
Dmel	Pos	FBgn0039887	3-103	100E3-100E3	3R:32038330..32039753(1)
Dmel	Arl4	FBgn0039889	4-0	102B1-102B1	4:177348..179389(-1)
Dmel	Abcd1	FBgn0039890	4-0	102B1-102B1	4:184076..193829(-1)
Dmel	CG13301	FBgn0039893			
Dmel	yellow-h	FBgn0039896	4-0	102B1-102B1	4:227922..230428(1)
Dmel	CG1674	FBgn0039897	4-0	102B1-102B3	4:230730..245903(1)
Dmel	Syt7	FBgn0039900	4-0	102B3-102B3	4:278685..306481(-1)
Dmel	Zip102B	FBgn0039902	4-0	102B3-102B3	4:310930..314087(-1)
Dmel	Hcf	FBgn0039904	4-0	102B5-102B5	4:359938..375554(1)
Dmel	lgs	FBgn0039907	4-0	102B7-102B8	4:436957..443911(-1)
Dmel	Asator	FBgn0039908	4-0	102C1-102C1	4:469409..488994(-1)
Dmel	ND-49	FBgn0039909	4-0	102C2-102C2	4:568296..571554(-1)
Dmel	CG1909	FBgn0039911	4-0	102C2-102C2	4:583108..589348(1)
Dmel	CG11260	FBgn0039912		102C2-102C2	
Dmel	mav	FBgn0039914	4-0	102C2-102C2	4:623219..626031(-1)
Dmel	Gat	FBgn0039915	4-0	102C2-102C2	4:629691..635350(1)
Dmel	Ekar	FBgn0039916	4-0	102C2-102C2	4:636131..646556(-1)
Dmel	CG11360	FBgn0039920	4-0	102C2-102C2	4:671142..690650(1)
Dmel	MED26	FBgn0039923	4-0	102C3-102C3	4:778516..788978(-1)
Dmel	PIP4K	FBgn0039924	4-0	102D6-102D6	4:1192419..1196848(-1)
Dmel	Kif3C	FBgn0039925	4-0	102D5-102D6	4:1147466..1169239(1)
Dmel	CG11155	FBgn0039927	4-0	102D4-102D5	4:1126602..1137919(1)
Dmel	Cals	FBgn0039928	4-0	102D4-102D4	4:1112874..1123357(-1)
Dmel	Polr1G	FBgn0039929	4-0	102D1-102D1	4:1029711..1031757(-1)
Dmel	Mpv17	FBgn0039930	4-0	102D1-102D1	4:1028675..1029361(-1)
Dmel	fuss	FBgn0039932	4-0	102C6-102C6	4:962341..978489(-1)
Dmel	CG11224	FBgn0039935			
Dmel	Gyf	FBgn0039936	4-0	102C4-102C4	4:853557..867025(-1)
Dmel	fd102C	FBgn0039937	4-0	102C4-102C4	4:836986..844529(-1)
Dmel	Sox102F	FBgn0039938	4-0	102C3-102C4	4:800436..834393(-1)
Dmel	CG11231	FBgn0039939		102C3-102C3	
Dmel	CG17165	FBgn0039940			
Dmel	CG17167	FBgn0039941	1-66	-	X:23068301..23081144(1)
Dmel	CG17163	FBgn0039942	1-66	-	X:23080759..23082709(-1)
Dmel	CG17168	FBgn0039943	1-66	-	X:23082738..23084576(1)
Dmel	CG17162	FBgn0039944	1-66	20F4-20F4	X:23084960..23096735(-1)
Dmel	CG17159	FBgn0039945	1-66	20F4-20F4	X:23084960..23092631(-1)
Dmel	ATbp	FBgn0039946	1-66	20F4-20F4	X:23106003..23108331(1)
Dmel	CG17865	FBgn0039948			
Dmel	CG12579	FBgn0039951			
Dmel	CG17879	FBgn0039952			
Dmel	CG17668	FBgn0039953			
Dmel	CG17429	FBgn0039954			
Dmel	CG41099	FBgn0039955	3-47.1	-	3R:3846729..3868401(1)
Dmel	CG17418	FBgn0039956			
Dmel	CG12567	FBgn0039958	2-54	-	2L:23161122..23174484(-1)
Dmel	CG17679	FBgn0039961			
Dmel	CG17444	FBgn0039963			
Dmel	CG18246	FBgn0039964			
Dmel	Coa7	FBgn0039965	1-66	-	X:23013495..23016586(1)
Dmel	Rab21	FBgn0039966	1-66	-	X:23012140..23013409(-1)
Dmel	CG17925	FBgn0039967			
Dmel	Fis1	FBgn0039969	2-55	41F5-41F5	2R:5603587..5604834(-1)
Dmel	CG17508	FBgn0039970	2-55	41F5-41F5	2R:5608635..5611586(1)
Dmel	Marf1	FBgn0039972	2-54	40F7-40F7	2L:22308755..22368796(1)
Dmel	CG12563	FBgn0039973			
Dmel	CG17920	FBgn0039976			
Dmel	Spf30	FBgn0039977	3-47	80F9-80F9	3L:23715023..23716689(1)
Dmel	CG17455	FBgn0039978			
Dmel	CR40282	FBgn0039979	2-55	41C1-41C1	2R:4730439..4731241(-1)
Dmel	CG18160	FBgn0039980			
Dmel	CG17473	FBgn0039984			
Dmel	CG17474	FBgn0039985			
Dmel	CG18257	FBgn0039986			
Dmel	CR12798	FBgn0039987	3-47.1	81F2-81F2	3R:1031171..1031354(1)
Dmel	CG12555	FBgn0039988			
Dmel	CG12416	FBgn0039992			
Dmel	Bckdhb	FBgn0039993	2-55	41A1-41A1	2R:1590484..1596457(1)
Dmel	conu	FBgn0039994	2-55	41C1-41C1	2R:4744348..4758048(1)
Dmel	CG17787	FBgn0039999			
Dmel	CG15215	FBgn0040000			
Dmel	CG12552	FBgn0040004			
Dmel	CG17883	FBgn0040005	2-55	41B3-41B3	2R:4671853..4673639(1)
Dmel	CG12595	FBgn0040006			
Dmel	RpL38	FBgn0040007	2-55	41A2-41A2	2R:4515388..4516458(-1)
Dmel	CG17490	FBgn0040009	2-54	-	2L:22537668..22540597(1)
Dmel	CG17493	FBgn0040010	2-54	40F7-40F7	2L:22550064..22556295(1)
Dmel	Slmap	FBgn0040011	2-54	-	2L:22579072..22585843(1)
Dmel	CG17495	FBgn0040012			
Dmel	CG17164	FBgn0040013			
Dmel	CG17412	FBgn0040014			
Dmel	CG12631	FBgn0040018			
Dmel	MED21	FBgn0040020	3-47	80F9-80F9	3L:25114924..25115946(-1)
Dmel	Set1	FBgn0040022	3-47	-	3L:25107594..25115180(1)
Dmel	CG12575	FBgn0040023			
Dmel	CG12577	FBgn0040025			
Dmel	CG17653	FBgn0040026			
Dmel	CG17452	FBgn0040027			
Dmel	CG17450	FBgn0040028	1-66	20A4-20A4	X:21605884..21608920(-1)
Dmel	CG12061	FBgn0040031	1-66	-	X:23036066..23047678(1)
Dmel	CG17626	FBgn0040032			
Dmel	CG15826	FBgn0040033			
Dmel	CG40368	FBgn0040035			
Dmel	CG12550	FBgn0040036			
Dmel	klhl10	FBgn0040038	2-	-	Unmapped_Scaffold_8_D1580_D1567:53442..85529(1)
Dmel	CG17613	FBgn0040040			
Dmel	CG17506	FBgn0040041			
Dmel	CG17643	FBgn0040043			
Dmel	CR12460	FBgn0040045	3-47	-	3L:24534090..24535468(1)
Dmel	CG12578	FBgn0040046			
Dmel	CG17413	FBgn0040047			
Dmel	CG17427	FBgn0040049			
Dmel	CG17403	FBgn0040050			
Dmel	CG17402	FBgn0040051			
Dmel	CG17398	FBgn0040052			
Dmel	CG17674	FBgn0040053			
Dmel	CG12475	FBgn0040054			
Dmel	CG14474	FBgn0040055			
Dmel	CG17698	FBgn0040056	3-47	-	3L:23737960..23749058(1)
Dmel	CG17417	FBgn0040058			
Dmel	yip7	FBgn0040060	3-16	65A3-65A3	3L:6035216..6036175(1)
Dmel	yip4	FBgn0040062			
Dmel	yip3	FBgn0040063	2-102	59D3-59D3	2R:23244044..23245399(-1)
Dmel	Acaa	FBgn0040064	2-37	30E4-30E4	2L:9915253..9917220(1)
Dmel	wds	FBgn0040066	1-1	3A6-3A6	X:2585980..2588217(1)
Dmel	Vav	FBgn0040068	1-62	18B6-18B7	X:19261820..19273280(1)
Dmel	vanin-like	FBgn0040069	1-16	5E1-5E1	X:6200188..6202559(-1)
Dmel	Trx2	FBgn0040070	2-36	30C1-30C1	2L:9613166..9616404(1)
Dmel	tara	FBgn0040071	3-58	89B8-89B9	3R:16225651..16260329(1)
Dmel	retinin	FBgn0040074	3-44	72E1-72E1	3L:16331933..16332789(1)
Dmel	rept	FBgn0040075	3-45	76A3-76A3	3L:19255340..19257111(1)
Dmel	primo-2	FBgn0040076	3-54	87F12-87F12	3R:13710017..13711835(-1)
Dmel	primo-1	FBgn0040077	3-54	87F12-87F12	3R:13710017..13711835(-1)
Dmel	pont	FBgn0040078	3-49	86A3-86A3	3R:10262123..10263899(1)
Dmel	pkaap	FBgn0040079	2-52	35F1-35F1	2L:16288290..16291195(1)
Dmel	pins	FBgn0040080	3-94	98A8-98A8	3R:27582840..27586376(1)
Dmel	p88	FBgn0040081			
Dmel	p82	FBgn0040082			
Dmel	p78	FBgn0040083			
Dmel	p76	FBgn0040084			
Dmel	p74	FBgn0040085			
Dmel	p147	FBgn0040086			
Dmel	p115	FBgn0040087	1-21	7C2-7C2	X:7894031..7896991(1)
Dmel	p110	FBgn0040088			
Dmel	meso18E	FBgn0040089	1-64	18E2-18E3	X:19706418..19713045(-1)
Dmel	Ugt317A1	FBgn0040091	2-100	58F3-58F3	2R:22641786..22643917(-1)
Dmel	lectin-46Cb	FBgn0040092	2-61	46B4-46B4	2R:9815510..9816600(1)
Dmel	lectin-46Ca	FBgn0040093	2-61	46B4-46B4	2R:9817300..9818535(1)
Dmel	lectin-33A	FBgn0040096	2-44	32C1-32C1	2L:11002072..11002738(1)
Dmel	lectin-30A	FBgn0040097	2-35	30A6-30A7	2L:9254076..9254854(-1)
Dmel	lectin-29Ca	FBgn0040098	2-32	29C1-29C1	2L:8393489..8394280(-1)
Dmel	lectin-28C	FBgn0040099	2-29	28D2-28D2	2L:7857077..7860120(1)
Dmel	lectin-24Fb	FBgn0040100			
Dmel	lectin-24Fa	FBgn0040101			
Dmel	lectin-24Db	FBgn0040102	2-11	24D8-24D8	2L:4188123..4189284(1)
Dmel	lectin-24Da	FBgn0040103			
Dmel	lectin-24A	FBgn0040104	2-11	24C1-24C1	2L:3716800..3717773(-1)
Dmel	lectin-21Cb	FBgn0040106	2-1.5	21E2-21E2	2L:620298..621201(-1)
Dmel	lectin-21Ca	FBgn0040107	2-1.5	21E2-21E2	2L:624617..625556(1)
Dmel	l(3)tk21	FBgn0040109		97D1-97D13	
Dmel	l(3)tk12	FBgn0040110		97D1-97D13	
Dmel	l(3)tk11	FBgn0040111		97D1-97D13	
Dmel	l(2)AR-49	FBgn0040113	2-		
Dmel	l(2)AR-44	FBgn0040114	2-		
Dmel	l(2)23Db	FBgn0040115		23D1-23D4	
Dmel	l(2)23Da	FBgn0040116		23D1-23D4	
Dmel	l(2)23Dd	FBgn0040120		23C1-23E2	
Dmel	l(2)23Dc	FBgn0040121		23C1-23E2	
Dmel	l(2)23CDf	FBgn0040122		23C3-23D2	
Dmel	l(2)23CDe	FBgn0040123		23C3-23D2	
Dmel	l(2)23CDd	FBgn0040124		23C3-23D2	
Dmel	l(2)23CDc	FBgn0040125		23C3-23D2	
Dmel	l(2)23CDb	FBgn0040126		23C3-23D2	
Dmel	l(2)23CDa	FBgn0040127		23C3-23D2	
Dmel	l(2)22Ak	FBgn0040128		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(2)22Aj	FBgn0040129		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(2)22Ai	FBgn0040130		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(2)22Ah	FBgn0040131		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(2)22Ag	FBgn0040132		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(2)22Af	FBgn0040133		[21C8--22B1] Left limit from inclusion within Df(2L)S2 (FBrf0125112) Right limit from inclusion within Df(2L)S2 (FBrf0125112)	
Dmel	l(1)G0498	FBgn0040136		12F3-12F7	
Dmel	l(1)G0490	FBgn0040140		8C4-8C10	
Dmel	l(1)G0487	FBgn0040143		12C4-12C8	
Dmel	l(1)G0478	FBgn0040147	1-		
Dmel	l(1)G0469	FBgn0040153	1-48	12E4-12E4	X:14203961..14211457(-1)
Dmel	l(1)G0467	FBgn0040154		12D-12D	
Dmel	l(1)G0464	FBgn0040155		8F-8F	
Dmel	l(1)G0459	FBgn0040157		7D-7D	
Dmel	l(1)G0451	FBgn0040158		1C-1C	
Dmel	l(1)G0442	FBgn0040162		13E8-13E9	
Dmel	l(1)G0422	FBgn0040164		1C-1C	
Dmel	l(1)G0376	FBgn0040167		7E5-7E10	
Dmel	l(1)G0366	FBgn0040168		11B5-11B12	
Dmel	l(1)G0362	FBgn0040169		3A3-3A4	
Dmel	l(1)G0347	FBgn0040172		14B1-14B4	
Dmel	l(1)G0344	FBgn0040173		13A1-13A6	
Dmel	l(1)G0279	FBgn0040182		3E3-3E7	
Dmel	l(1)G0257	FBgn0040183	1-		
Dmel	l(1)G0226	FBgn0040185	1-		
Dmel	l(1)G0214	FBgn0040187		11A-11A	
Dmel	l(1)G0197	FBgn0040190		9B-9B	
Dmel	l(1)G0185	FBgn0040192		12E5-12E7	
Dmel	l(1)G0184	FBgn0040193	1-		
Dmel	l(1)G0087	FBgn0040200		6E-6E	
Dmel	krz	FBgn0040206	3-103	100E3-100E3	3R:32045314..32051993(-1)
Dmel	kat80	FBgn0040207	1-53	14B7-14B7	X:16267007..16276180(-1)
Dmel	Kat60	FBgn0040208	3-47.5	82F6-82F6	3R:5227289..5232209(-1)
Dmel	iab-2PRE	FBgn0040210			
Dmel	Hgo	FBgn0040211	2-44	32D5-32D5	2L:11136393..11138565(1)
Dmel	Gnpat	FBgn0040212	3-88	96E2-96E2	3R:25485618..25490936(-1)
Dmel	fs(?)BP73	FBgn0040213			
Dmel	fs(?)BL54	FBgn0040214			
Dmel	fs(3)BQ16	FBgn0040215	3-		
